language,parameter_id,parameter_name,value_number,value_name
Zuni,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tarahumara (Central),81A,"Order of Subject, Object and Verb",1,SOV
Tarahumara (Central),85A,Order of Adposition and Noun Phrase,1,Postpositions
Chatino (Yaitepec),81A,"Order of Subject, Object and Verb",3,VSO
Chatino (Yaitepec),85A,Order of Adposition and Noun Phrase,2,Prepositions
Coeur d'Alene,85A,Order of Adposition and Noun Phrase,2,Prepositions
Waray (in Australia),81A,"Order of Subject, Object and Verb",2,SVO
Waray (in Australia),85A,Order of Adposition and Noun Phrase,1,Postpositions
Halkomelem (Upriver),81A,"Order of Subject, Object and Verb",3,VSO
Halkomelem (Upriver),85A,Order of Adposition and Noun Phrase,2,Prepositions
Kamaiurá,81A,"Order of Subject, Object and Verb",1,SOV
Kamaiurá,85A,Order of Adposition and Noun Phrase,1,Postpositions
Karajá,81A,"Order of Subject, Object and Verb",1,SOV
Karajá,85A,Order of Adposition and Noun Phrase,1,Postpositions
Damana,81A,"Order of Subject, Object and Verb",7,No dominant order
Samba Leko,81A,"Order of Subject, Object and Verb",2,SVO
Samba Leko,85A,Order of Adposition and Noun Phrase,1,Postpositions
Warndarang,81A,"Order of Subject, Object and Verb",2,SVO
Nhanda,81A,"Order of Subject, Object and Verb",7,No dominant order
Wirangu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Biri,81A,"Order of Subject, Object and Verb",2,SVO
Nyulnyul,85A,Order of Adposition and Noun Phrase,3,Inpositions
Warrwa,81A,"Order of Subject, Object and Verb",7,No dominant order
Warrwa,85A,Order of Adposition and Noun Phrase,3,Inpositions
Urarina,81A,"Order of Subject, Object and Verb",5,OVS
Urarina,85A,Order of Adposition and Noun Phrase,1,Postpositions
Mocoví,81A,"Order of Subject, Object and Verb",2,SVO
Cubeo,81A,"Order of Subject, Object and Verb",5,OVS
Cubeo,85A,Order of Adposition and Noun Phrase,1,Postpositions
Trique (Copala),81A,"Order of Subject, Object and Verb",3,VSO
Trique (Copala),85A,Order of Adposition and Noun Phrase,2,Prepositions
Dâw,81A,"Order of Subject, Object and Verb",1,SOV
Dâw,85A,Order of Adposition and Noun Phrase,1,Postpositions
Yahgan,81A,"Order of Subject, Object and Verb",1,SOV
Yahgan,85A,Order of Adposition and Noun Phrase,1,Postpositions
Mochica,85A,Order of Adposition and Noun Phrase,1,Postpositions
Muisca,81A,"Order of Subject, Object and Verb",1,SOV
Atacameño,81A,"Order of Subject, Object and Verb",1,SOV
Cholón,85A,Order of Adposition and Noun Phrase,1,Postpositions
Qiang,85A,Order of Adposition and Noun Phrase,1,Postpositions
Cuica,81A,"Order of Subject, Object and Verb",2,SVO
Cuica,85A,Order of Adposition and Noun Phrase,2,Prepositions
Camsá,85A,Order of Adposition and Noun Phrase,1,Postpositions
Esmeraldeño,85A,Order of Adposition and Noun Phrase,2,Prepositions
Puquina,85A,Order of Adposition and Noun Phrase,1,Postpositions
Chiquitano,85A,Order of Adposition and Noun Phrase,2,Prepositions
Ayoreo,81A,"Order of Subject, Object and Verb",2,SVO
Gününa Küne,85A,Order of Adposition and Noun Phrase,2,Prepositions
Mixtec (Yosondúa),81A,"Order of Subject, Object and Verb",3,VSO
Mixtec (Yosondúa),85A,Order of Adposition and Noun Phrase,2,Prepositions
Retuarã,81A,"Order of Subject, Object and Verb",1,SOV
Retuarã,85A,Order of Adposition and Noun Phrase,1,Postpositions
Zoque (Chimalapa),81A,"Order of Subject, Object and Verb",2,SVO
Zoque (Chimalapa),85A,Order of Adposition and Noun Phrase,1,Postpositions
"Kati (in West Papua, Indonesia)",81A,"Order of Subject, Object and Verb",1,SOV
"Kati (in West Papua, Indonesia)",85A,Order of Adposition and Noun Phrase,1,Postpositions
Cocopa,1A,Consonant Inventories,3,Average
Cocopa,30A,Number of Genders,1,None
Xârâcùù,81A,"Order of Subject, Object and Verb",2,SVO
Tepehua (Tlachichilco),81A,"Order of Subject, Object and Verb",2,SVO
Saliba (in Papua New Guinea),81A,"Order of Subject, Object and Verb",1,SOV
Xârâcùù,85A,Order of Adposition and Noun Phrase,2,Prepositions
Movima,81A,"Order of Subject, Object and Verb",7,No dominant order
Lisu,81A,"Order of Subject, Object and Verb",1,SOV
Momuna,85A,Order of Adposition and Noun Phrase,1,Postpositions
Abui,81A,"Order of Subject, Object and Verb",1,SOV
Folopa,81A,"Order of Subject, Object and Verb",1,SOV
Deuri,81A,"Order of Subject, Object and Verb",1,SOV
Gelao,85A,Order of Adposition and Noun Phrase,2,Prepositions
Yareba,85A,Order of Adposition and Noun Phrase,1,Postpositions
Emai,81A,"Order of Subject, Object and Verb",2,SVO
Kasong,81A,"Order of Subject, Object and Verb",2,SVO
Émérillon,85A,Order of Adposition and Noun Phrase,1,Postpositions
Hup,81A,"Order of Subject, Object and Verb",1,SOV
Adang,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kamasau,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kham (Dege),81A,"Order of Subject, Object and Verb",1,SOV
Sipakapense,81A,"Order of Subject, Object and Verb",3,VSO
Lillooet,85A,Order of Adposition and Noun Phrase,2,Prepositions
Xasonga,81A,"Order of Subject, Object and Verb",1,SOV
Ralte,81A,"Order of Subject, Object and Verb",1,SOV
Tigrinya,85A,Order of Adposition and Noun Phrase,2,Prepositions
Mian,85A,Order of Adposition and Noun Phrase,1,Postpositions
Zazaki,81A,"Order of Subject, Object and Verb",1,SOV
Zazaki,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kuikúro,81A,"Order of Subject, Object and Verb",5,OVS
Beria,81A,"Order of Subject, Object and Verb",1,SOV
Mussau,85A,Order of Adposition and Noun Phrase,2,Prepositions
Innamincka,81A,"Order of Subject, Object and Verb",1,SOV
Tonga (in Zambia),81A,"Order of Subject, Object and Verb",2,SVO
Budu,81A,"Order of Subject, Object and Verb",2,SVO
Akha,81A,"Order of Subject, Object and Verb",1,SOV
Tod,81A,"Order of Subject, Object and Verb",1,SOV
Tetun Dili,81A,"Order of Subject, Object and Verb",2,SVO
Tetela,81A,"Order of Subject, Object and Verb",2,SVO
Biak,81A,"Order of Subject, Object and Verb",2,SVO
Labu,81A,"Order of Subject, Object and Verb",2,SVO
Maxakalí,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tetela,85A,Order of Adposition and Noun Phrase,2,Prepositions
Kawaiisu,85A,Order of Adposition and Noun Phrase,1,Postpositions
Xerénte,81A,"Order of Subject, Object and Verb",1,SOV
Adang,81A,"Order of Subject, Object and Verb",1,SOV
Southeast Ambrym,81A,"Order of Subject, Object and Verb",2,SVO
Innamincka,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tepehua (Huehuetla),85A,Order of Adposition and Noun Phrase,2,Prepositions
Efate (South),81A,"Order of Subject, Object and Verb",2,SVO
Avikam,81A,"Order of Subject, Object and Verb",2,SVO
Niuafo'ou,81A,"Order of Subject, Object and Verb",3,VSO
Kayabí,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gunin,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kuna,81A,"Order of Subject, Object and Verb",1,SOV
Momu,81A,"Order of Subject, Object and Verb",1,SOV
Owininga,81A,"Order of Subject, Object and Verb",1,SOV
Vinmavis,81A,"Order of Subject, Object and Verb",2,SVO
Shuri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Urat,81A,"Order of Subject, Object and Verb",2,SVO
Wambule,81A,"Order of Subject, Object and Verb",1,SOV
Mambai,85A,Order of Adposition and Noun Phrase,2,Prepositions
Thompson,81A,"Order of Subject, Object and Verb",7,No dominant order
Ngbandi,85A,Order of Adposition and Noun Phrase,2,Prepositions
Tetun Dili,85A,Order of Adposition and Noun Phrase,2,Prepositions
Bobo Madaré (Northern),85A,Order of Adposition and Noun Phrase,1,Postpositions
Dhimal,81A,"Order of Subject, Object and Verb",1,SOV
Budu,85A,Order of Adposition and Noun Phrase,2,Prepositions
Tangbe,85A,Order of Adposition and Noun Phrase,1,Postpositions
Jamsay,85A,Order of Adposition and Noun Phrase,1,Postpositions
Mina,81A,"Order of Subject, Object and Verb",2,SVO
Monumbo,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kharia,85A,Order of Adposition and Noun Phrase,1,Postpositions
Menya,85A,Order of Adposition and Noun Phrase,1,Postpositions
Lese,81A,"Order of Subject, Object and Verb",7,No dominant order
Tima,81A,"Order of Subject, Object and Verb",2,SVO
Amis,85A,Order of Adposition and Noun Phrase,2,Prepositions
Buli (in Ghana),81A,"Order of Subject, Object and Verb",2,SVO
Desano,85A,Order of Adposition and Noun Phrase,1,Postpositions
Cholón,81A,"Order of Subject, Object and Verb",1,SOV
Cavineña,81A,"Order of Subject, Object and Verb",7,No dominant order
Tamashek,81A,"Order of Subject, Object and Verb",3,VSO
Cupeño,81A,"Order of Subject, Object and Verb",1,SOV
Ulithian,85A,Order of Adposition and Noun Phrase,2,Prepositions
Iwoyo,85A,Order of Adposition and Noun Phrase,2,Prepositions
Dla (Menggwa),85A,Order of Adposition and Noun Phrase,1,Postpositions
Mano,81A,"Order of Subject, Object and Verb",1,SOV
Momuna,81A,"Order of Subject, Object and Verb",1,SOV
Camsá,81A,"Order of Subject, Object and Verb",7,No dominant order
Krenak,81A,"Order of Subject, Object and Verb",1,SOV
Sipakapense,85A,Order of Adposition and Noun Phrase,2,Prepositions
Xasonga,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tagalog,81A,"Order of Subject, Object and Verb",3,VSO
Kwaza,85A,Order of Adposition and Noun Phrase,5,No adpositions
Mayogo,85A,Order of Adposition and Noun Phrase,2,Prepositions
=|Hoan,81A,"Order of Subject, Object and Verb",2,SVO
Gyarong (Cogtse),85A,Order of Adposition and Noun Phrase,1,Postpositions
Cavineña,85A,Order of Adposition and Noun Phrase,1,Postpositions
Hlai (Baoding),81A,"Order of Subject, Object and Verb",2,SVO
Kamasau,81A,"Order of Subject, Object and Verb",1,SOV
Savosavo,81A,"Order of Subject, Object and Verb",1,SOV
Ulithian,81A,"Order of Subject, Object and Verb",2,SVO
Ncàm,85A,Order of Adposition and Noun Phrase,4,No dominant order
Makasae,85A,Order of Adposition and Noun Phrase,1,Postpositions
Bugis,81A,"Order of Subject, Object and Verb",2,SVO
Samoan,81A,"Order of Subject, Object and Verb",7,No dominant order
Emai,85A,Order of Adposition and Noun Phrase,2,Prepositions
Thompson,85A,Order of Adposition and Noun Phrase,2,Prepositions
Ifumu,81A,"Order of Subject, Object and Verb",2,SVO
Beria,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tibetan (Standard Spoken),81A,"Order of Subject, Object and Verb",1,SOV
Kryz,81A,"Order of Subject, Object and Verb",1,SOV
Raga,85A,Order of Adposition and Noun Phrase,2,Prepositions
Efate (South),85A,Order of Adposition and Noun Phrase,2,Prepositions
Adzera,85A,Order of Adposition and Noun Phrase,2,Prepositions
Boko,85A,Order of Adposition and Noun Phrase,1,Postpositions
Zhuang (Northern),81A,"Order of Subject, Object and Verb",2,SVO
Iwam,81A,"Order of Subject, Object and Verb",1,SOV
Waama,81A,"Order of Subject, Object and Verb",2,SVO
Inanwatan,81A,"Order of Subject, Object and Verb",7,No dominant order
Nadroga,81A,"Order of Subject, Object and Verb",7,No dominant order
Kombio,85A,Order of Adposition and Noun Phrase,2,Prepositions
Panará,81A,"Order of Subject, Object and Verb",7,No dominant order
Zhuang (Northern),85A,Order of Adposition and Noun Phrase,2,Prepositions
Tsez,85A,Order of Adposition and Noun Phrase,1,Postpositions
Leggbó,81A,"Order of Subject, Object and Verb",2,SVO
Tuvaluan,81A,"Order of Subject, Object and Verb",5,OVS
Kanyok,85A,Order of Adposition and Noun Phrase,2,Prepositions
Kham (Tibetan) (Nangchen),85A,Order of Adposition and Noun Phrase,1,Postpositions
Ngbandi,81A,"Order of Subject, Object and Verb",2,SVO
Khün,81A,"Order of Subject, Object and Verb",2,SVO
Hoava,85A,Order of Adposition and Noun Phrase,2,Prepositions
Giziga,85A,Order of Adposition and Noun Phrase,2,Prepositions
Biak,85A,Order of Adposition and Noun Phrase,2,Prepositions
Port Sandwich,85A,Order of Adposition and Noun Phrase,2,Prepositions
Vili,85A,Order of Adposition and Noun Phrase,2,Prepositions
Suku,81A,"Order of Subject, Object and Verb",2,SVO
Desano,81A,"Order of Subject, Object and Verb",1,SOV
Savosavo,85A,Order of Adposition and Noun Phrase,1,Postpositions
Neyo,81A,"Order of Subject, Object and Verb",7,No dominant order
Tamashek,85A,Order of Adposition and Noun Phrase,2,Prepositions
Armenian (Eastern),81A,"Order of Subject, Object and Verb",7,No dominant order
Dadjriwalé,81A,"Order of Subject, Object and Verb",7,No dominant order
Duna,85A,Order of Adposition and Noun Phrase,1,Postpositions
Otoro,81A,"Order of Subject, Object and Verb",2,SVO
Shompen,81A,"Order of Subject, Object and Verb",3,VSO
Panará,85A,Order of Adposition and Noun Phrase,1,Postpositions
Sandawe,85A,Order of Adposition and Noun Phrase,1,Postpositions
Ala'ala,81A,"Order of Subject, Object and Verb",1,SOV
Gungbe,85A,Order of Adposition and Noun Phrase,4,No dominant order
Sandawe,81A,"Order of Subject, Object and Verb",1,SOV
Kasem,81A,"Order of Subject, Object and Verb",2,SVO
Betta Kurumba,81A,"Order of Subject, Object and Verb",1,SOV
Amdo (Themchen),85A,Order of Adposition and Noun Phrase,1,Postpositions
Skou,85A,Order of Adposition and Noun Phrase,1,Postpositions
Yucuna,81A,"Order of Subject, Object and Verb",2,SVO
Mian,81A,"Order of Subject, Object and Verb",1,SOV
Niuafo'ou,85A,Order of Adposition and Noun Phrase,2,Prepositions
Baragaunle,81A,"Order of Subject, Object and Verb",1,SOV
Mankon,81A,"Order of Subject, Object and Verb",2,SVO
Betoi,81A,"Order of Subject, Object and Verb",1,SOV
Ngbaka (Minagende),85A,Order of Adposition and Noun Phrase,2,Prepositions
Kuikúro,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gününa Küne,81A,"Order of Subject, Object and Verb",7,No dominant order
Garo,81A,"Order of Subject, Object and Verb",1,SOV
Kanashi,81A,"Order of Subject, Object and Verb",1,SOV
Paiwan,81A,"Order of Subject, Object and Verb",7,No dominant order
Tibetan (Dingri),81A,"Order of Subject, Object and Verb",1,SOV
Bangime,81A,"Order of Subject, Object and Verb",1,SOV
Labu,85A,Order of Adposition and Noun Phrase,2,Prepositions
Logoti,81A,"Order of Subject, Object and Verb",7,No dominant order
Tapieté,85A,Order of Adposition and Noun Phrase,2,Prepositions
Port Sandwich,81A,"Order of Subject, Object and Verb",2,SVO
Kwomtari,85A,Order of Adposition and Noun Phrase,1,Postpositions
Kwaza,81A,"Order of Subject, Object and Verb",7,No dominant order
Vinmavis,85A,Order of Adposition and Noun Phrase,2,Prepositions
Jamsay,81A,"Order of Subject, Object and Verb",1,SOV
Lamen,81A,"Order of Subject, Object and Verb",2,SVO
Arabic (Kuwaiti),85A,Order of Adposition and Noun Phrase,2,Prepositions
Amarakaeri,85A,Order of Adposition and Noun Phrase,1,Postpositions
Eipo,81A,"Order of Subject, Object and Verb",1,SOV
Santali,81A,"Order of Subject, Object and Verb",1,SOV
Cupeño,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gungbe,81A,"Order of Subject, Object and Verb",2,SVO
Kombio,81A,"Order of Subject, Object and Verb",2,SVO
Banggi,81A,"Order of Subject, Object and Verb",2,SVO
Mbosi,81A,"Order of Subject, Object and Verb",2,SVO
Anong,81A,"Order of Subject, Object and Verb",1,SOV
Welsh (Colloquial),81A,"Order of Subject, Object and Verb",3,VSO
Hdi,85A,Order of Adposition and Noun Phrase,2,Prepositions
Ifira-Mele,81A,"Order of Subject, Object and Verb",2,SVO
Mixe (Ayutla),81A,"Order of Subject, Object and Verb",7,No dominant order
Eipo,85A,Order of Adposition and Noun Phrase,1,Postpositions
Gelao,81A,"Order of Subject, Object and Verb",2,SVO
Sidaama,85A,Order of Adposition and Noun Phrase,1,Postpositions
Dhimal,85A,Order of Adposition and Noun Phrase,1,Postpositions
Maxakalí,81A,"Order of Subject, Object and Verb",1,SOV
Kham (Dege),85A,Order of Adposition and Noun Phrase,1,Postpositions
Bajau (West Coast),81A,"Order of Subject, Object and Verb",7,No dominant order
Baham,81A,"Order of Subject, Object and Verb",1,SOV
Kyirong,85A,Order of Adposition and Noun Phrase,1,Postpositions
Tibetan (Drokpa),81A,"Order of Subject, Object and Verb",1,SOV
Betta Kurumba,85A,Order of Adposition and Noun Phrase,1,Postpositions
Raga,81A,"Order of Subject, Object and Verb",2,SVO
